COUNTRY,SUBNATIO,SCHOOLID,SC01Q01,SC02Q01,SC02Q02,SC03Q01,SC04Q01,SC04Q02,SC04Q03,SC04Q04,SC05N01,SC05Q01,SC05Q02,SC05Q03,SC05Q04,SC05Q05,SC05Q06,SC05Q07,SC05Q08,SC05Q09,SC05Q10,SC05Q11,SC05Q12,SC05Q13,SC05Q14,SC06Q01,SC06Q02,SC07N01,SC07N10,SC07N20,SC07N30,SC08Q01,SC08Q02,SC08Q03,SC08Q05,SC08Q06,SC08Q07,SC08Q08,SC08Q09,SC08Q10,SC08Q11,SC08Q12,SC08Q13,SC08Q14,SC08Q15,SC08Q16,SC08Q17,SC08Q18,SC08Q19,SC08Q20,SC09Q01,SC09Q02,SC09Q03,SC09Q04,SC09Q05,SC09Q06,SC10Q01,SC10Q02,SC10Q03,SC10Q04,SC10Q05,SC10Q06,SC11Q01,SC11Q02,SC11Q03,SC11Q04,SC11Q05,SC11Q06,SC11Q07,SC12Q01,SC12Q02,SC12Q03,SC12Q04,SC12Q05,SC13Q01,SC13Q02,SC13Q03,SC13Q04,SC13Q05,SC13Q06,SC13Q07,SC13Q08,SC14Q01,SC15Q01,SC15QN02,SC15Q02,SC16Q01,SC16Q02,SC16Q03,SC16Q04,SC17Q01,SC17Q02,SC17Q03,SC17Q04,SC17Q05,SC18Q11,SC18Q21,SC18Q12,SC18Q22,SC18N13,SC18N23,SC18N14,SC18N24,SC18N15,SC18N25,SC18N16,SC18N26,SC19Q11,SC19Q21,SC19Q12,SC19Q22,SC19Q13,SC19Q23,SC19Q14,SC19Q24,SC19Q15,SC19Q25,SC20Q01,SC20Q02,SC20Q03,SC20Q04,SC21Q01,SC21Q02,SC21Q03,SC22Q01,SC22Q02,SC22Q03,SC23Q01,SC23Q02,SC23Q03,SC24Q01,SC24Q02,SC24Q03,SC24Q04,SC25Q01,SC25Q02,SC25Q03,SC25Q04,SC25Q05,SC25Q06,SC25Q07,SC25Q08,SC25Q09,SC25Q10,SC25Q11,SC25Q12,SC25Q13,SC26Q01A,SC26Q01B,SC26Q01C,SC26Q01D,SC26Q01E,SC26Q02A,SC26Q02B,SC26Q02C,SC26Q02D,SC26Q02E,SC26Q03A,SC26Q03B,SC26Q03C,SC26Q03D,SC26Q03E,SC26Q04A,SC26Q04B,SC26Q04C,SC26Q04D,SC26Q04E,SC26Q05A,SC26Q05B,SC26Q05C,SC26Q05D,SC26Q05E,SC26Q06A,SC26Q06B,SC26Q06C,SC26Q06D,SC26Q06E,SC26Q07A,SC26Q07B,SC26Q07C,SC26Q07D,SC26Q07E,SC26Q08A,SC26Q08B,SC26Q08C,SC26Q08D,SC26Q08E,SC26Q09A,SC26Q09B,SC26Q09C,SC26Q09D,SC26Q09E,SC26Q10A,SC26Q10B,SC26Q10C,SC26Q10D,SC26Q10E,SC26Q11A,SC26Q11B,SC26Q11C,SC26Q11D,SC26Q11E,SC26Q12A,SC26Q12B,SC26Q12C,SC26Q12D,SC26Q12E,SC27Q01A,SC27Q01B,SC27Q01C,SC27Q01D,SC27Q02A,SC27Q02B,SC27Q02C,SC27Q02D,SC27Q03A,SC27Q03B,SC27Q03C,SC27Q03D,SC27Q04A,SC27Q04B,SC27Q04C,SC27Q04D,SC27Q05A,SC27Q05B,SC27Q05C,SC27Q05D,SC27Q06A,SC27Q06B,SC27Q06C,SC27Q06D,SC27Q07A,SC27Q07B,SC27Q07C,SC27Q07D,SCHLSIZE,SCHLTYPE,SELECT,SMRATIO,STRATIO,SCHWEIGT,ABGROUP,SCHAUTON,SCMATBUI,SCMATEDU,STMORALE,STUDBEHA,TCHCONS,TCHPARTI,TCMORALE,TCSHORT,TEACBEHA,ASSESS,COMPLAN,COMPWEB,MACTIV,PCGIRLS,PROPCERT,PROPMA5A,PROPMATH,PROPQPED,RATCOMP,EXCOURSE,AUTRES,AUTCURR,MSTREL,STRATUM
840,8400,68,3,415,410,2,4,80,15,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,0,0,2,178,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,207,150,37,20,200,200,4,2,3,1,3,3,2,2,2,2,1,2,2,2,5,3,1,3,1,1,1,1,1,2,1,2,4,4,4,4,1,1,1,3,1,1,1,2,2,53,5,53,5,0,1,0,0,0,0,0,0,7,1,4,1,1,0,2,0,0,0,1,1,1,2,2,2,4,1,2,4,2,1,3,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,825,1,2,110,14.865,66.09464,3,.457,1.488,2.2,.514,1.386,1.06,1.925,1.036,-1.203,1.252,2,.966,.966,1,.497,1,.6,.135,997,.251,2,4,4,0,84000
840,8400,69,3,570,584,1,999,999,999,100,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,999,999,15,178,7,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,500,170,90,15,500,500,1,4,3,2,3,4,2,2,2,2,2,1,2,2,4,5,3,5,1,1,2,1,1,2,1,1,4,1,3,1,2,2,3,3,2,1,1,1,2,76,0,998,999,0,999,0,999,0,999,0,999,10,999,10,999,0,999,10,999,0,999,1,2,1,2,2,2,3,1,2,4,2,2,3,1,2,2,1,1,4,2,3,2,2,3,3,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1154,3,1,115.4,15.184,37.22277,2,1.694,1.488,2.2,.514,-1.25,.659,.434,.642,-1.203,.116,2,1,1,2,.506,999,1,.132,997,.433,1,6,4,.04,84000
840,8400,70,2,697,715,1,97,3,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,4,10,30,180,6,5,1,1,1,1,1,2,2,2,2,1,2,1,2,2,3,3,2,2,2,500,100,30,25,450,450,2,4,4,4,4,4,2,2,2,2,2,2,3,2,5,4,1,5,1,1,2,1,1,1,1,1,4,1,1,1,2,1,3,2,2,1,1,2,2,101,1,100,1,12,0,0,0,0,0,1,0,13,0,13,0,0,0,5,0,0,0,1,1,1,1,2,2,3,2,3,3,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1412,3,0,108.615,13.911,29.34291,3,.047,.817,-.214,-.532,-.2,-.078,-.418,-.571,-1.203,-.135,2,.9,.9,1,.506,.99,1,.128,997,.354,1,4,3,.07,84000
840,8400,71,1,531,471,1,88,10,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,13,7,30,180,7,5,2,2,1,2,1,3,2,1,2,1,1,1,2,2,2,2,2,2,3,170,90,10,6,170,150,1,1,3,2,2,4,2,2,2,2,2,2,2,3,5,4,2,5,1,1,1,1,1,1,1,1,4,1,3,1,3,3,3,1,2,1,2,1,2,75,0,75,999,0,0,0,0,0,0,0,0,11,0,9,0,2,0,2,0,0,0,1,2,1,2,3,2,2,2,3,2,3,2,2,3,2,2,2,2,3,3,2,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1002,3,3,91.091,13.36,57.38081,1,.047,1.488,.101,.019,.09,-1.654,-.873,-1.374,.066,-.624,2,.882,1,1,.47,1,.818,.147,997,.17,1,4,3,.03,84000
840,8400,72,5,610,520,1,100,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,999,1,100,181,6,5,1,1,1,2,1,2,3,1,1,2,1,1,1,2,2,1,2,2,2,260,60,50,20,260,260,1,4,3,2,2,4,2,2,2,2,2,2,2,2,5,5,4,5,1,1,1,1,1,1,1,1,4,4,4,4,3,3,2,2,1,2,1,1,2,95,0,83,999,10,0,2,0,10,0,0,0,9,0,9,0,0,0,999,999,0,0,1,1,1,1,1,3,4,1,3,4,1,2,4,2,2,2,1,2,3,2,3,2,3,3,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,1,1,1130,3,1,125.556,11.895,43.15601,1,1.694,.817,.439,.019,-.75,1.623,.434,.244,-.516,-.135,3,1,1,2,.46,.874,1,.095,997,.23,1,6,4,.03,84000
840,8400,73,4,105,130,1,75,999,25,999,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,999,10,70,183,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105,85,20,9999,105,105,1,3,3,4,2,2,1,2,1,1,1,1,2,2,5,4,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,18,1,15,1,999,999,999,999,999,999,3,999,3,1,2,999,1,1,2,999,999,999,1,1,1,1,1,3,3,1,1,3,3,2,3,1,2,2,1,1,2,2,2,2,2,2,2,3,3,2,2,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,235,3,1,67.143,12.703,287.4382,3,1.694,1.488,2.2,1.637,-.2,-.078,2.334,.642,-1.203,.116,2,1,1,2,.553,.838,.667,.189,997,.447,2,6,4,0,84000
840,8400,74,4,560,675,1,100,0,0,999,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,32,21,76,182,8,7,3,2,2,2,3,4,3,3,3,2,3,2,1,1,1,1,2,2,2,554,9999,9999,9999,9999,9999,1,4,1,4,2,4,2,2,2,2,2,2,2,2,5,5,5,5,1,2,2,1,1,1,1,1,4,1,1,1,1,1,2,2,1,1,2,2,2,80,999,80,999,8,999,999,999,999,999,999,999,8,999,8,999,999,999,8,999,0,999,1,1,1,1,1,3,3,1,1,3,1,1,3,1,1,1,1,2,4,2,3,2,2,3,2,2,2,2,2,3,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1235,3,3,154.375,15.438,40.91961,3,-.995,-.137,.439,.019,-1.007,-.078,-.418,1.65,.764,-.382,3,9,9,0,.547,1,1,.1,997,.449,2,3,1,.06,84000
840,8400,75,4,816,809,1,20,0,80,999,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,999,20,42,999,7,5,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,600,400,100,600,600,600,2,1,2,4,3,4,2,2,1,2,2,2,2,3,5,5,4,5,1,1,2,1,1,2,2,1,3,2,3,4,2,1,1,3,2,1,1,1,2,90,1,88,1,0,0,2,0,18,0,0,0,999,999,999,999,999,999,999,999,999,999,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1625,3,3,999,17.956,26.35597,3,.047,1.488,1.481,.514,-.2,997,.434,997,-1.203,1.252,3,1,1,2,.498,.978,999,999,997,.369,1,4,3,.06,84000
840,8400,76,2,671,640,1,100,999,999,999,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,0,0,0,182,7,5,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,381,357,15,9,381,381,1,4,4,4,4,4,2,2,2,2,2,2,2,2,5,5,2,5,1,2,2,1,1,2,1,1,4,1,3,1,2,2,2,2,1,1,1,1,2,97,4,998,3,15,0,0,0,0,0,0,1,11,0,11,0,0,0,11,0,0,0,2,2,1,2,2,2,2,1,1,3,2,2,3,2,2,2,2,1,3,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1311,3,0,119.182,13.242,51.03992,2,1.694,.446,2.2,.019,-.2,-.835,.981,-.571,-1.203,.922,2,1,1,2,.488,999,1,.111,997,.291,2,6,4,.06,84000
840,8400,77,3,789,787,1,100,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,999,999,999,180,12,6,1,1,1,3,2,3,2,1,1,2,2,3,9,2,2,2,2,3,2,336,283,15,30,336,336,1,4,4,4,4,4,1,2,1,1,1,2,2,2,5,4,2,5,1,2,1,1,1,2,1,2,4,1,3,1,2,2,1,3,1,1,1,1,2,143,1,140,999,3,999,3,999,0,999,1,999,16,1,16,1,0,0,3,0,0,0,1,1,1,2,2,3,3,1,2,3,2,3,3,9,9,9,9,1,3,2,2,2,2,2,2,3,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1576,3,0,95.515,10.983,45.62847,2,.974,-.137,.101,1.355,-.2,-.078,-.01,997,.066,.116,2,1,1,2,.499,.979,1,.115,997,.213,2,6,4,.08,84000
840,8400,78,3,934,846,1,98,1,1,999,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,7,5,18,180,8,6,1,1,1,1,1,2,1,2,2,1,1,2,2,3,3,1,2,2,2,300,200,95,5,300,300,1,4,4,4,4,4,1,1,1,1,1,1,1,2,5,4,3,5,1,1,2,1,1,2,1,1,3,3,3,3,2,2,2,3,1,1,1,1,1,153,2,145,999,30,0,0,0,0,0,8,0,23,999,22,999,1,999,6,999,0,999,1,1,1,1,1,3,3,1,3,3,2,1,3,1,1,1,1,2,3,2,2,3,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1780,3,0,77.391,11.558,20.51471,2,.974,.817,-.058,2.588,.09,-.078,.434,1.65,-1.203,-.382,2,1,1,3,.475,.948,.957,.15,997,.169,2,5,4,0,84000
840,8400,79,3,703,688,1,99,1,999,999,2,2,2,2,2,2,2,2,2,1,1,1,1,9,9,999,999,1,176,7,6,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,200,150,25,20,190,190,1,4,4,4,2,4,2,1,1,1,1,1,1,2,5,5,3,5,1,1,1,1,1,2,1,1,4,1,3,1,3,1,2,3,1,1,1,1,2,91,3,998,999,4,999,999,999,999,999,999,999,10,999,10,999,999,999,999,999,999,999,1,1,1,2,1,2,3,1,2,3,2,1,3,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1391,3,0,139.1,15.038,46.43632,3,1.694,.146,.847,1.987,1.026,-.078,-1.605,1.65,-1.203,1.252,3,.95,.95,2,.495,999,1,.11,997,.144,2,6,4,0,84000
840,8400,80,3,750,800,9,999,999,999,999,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,1,20,180,7,5,1,2,1,2,2,3,3,2,3,2,2,2,3,2,2,1,2,2,2,9998,500,100,30,9998,9998,1,3,3,4,2,4,2,2,2,2,2,9,3,3,5,5,2,5,1,2,1,1,1,2,1,1,3,2,1,1,2,2,3,3,1,1,2,1,2,80,6,70,6,5,0,0,0,10,0,0,0,12,2,9,0,0,2,3,0,0,0,1,2,1,1,2,2,3,2,3,3,3,2,3,2,2,2,2,2,4,2,3,3,3,4,4,3,4,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1550,7,1,119.231,18.675,44.65761,2,.974,.146,.265,-.564,-2.184,-.078,-1.605,-.571,.066,-.861,3,9,9,1,.516,.88,.692,.157,997,99,2,6,4,.02,84000
840,8400,81,3,760,790,1,100,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,9,9,999,0,20,180,7,6,2,2,2,1,1,3,2,2,2,3,2,4,2,2,2,1,2,2,2,210,100,95,15,180,210,1,4,4,4,4,4,1,2,1,1,2,2,1,2,5,5,2,5,1,2,2,1,1,2,1,2,1,1,3,1,1,1,3,1,1,1,1,2,2,999,999,999,999,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,2,2,1,2,1,3,4,1,2,4,2,1,4,1,1,1,1,1,3,2,2,1,1,2,3,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1550,3,0,155,999,40.39806,3,.047,-.757,.265,1.355,-.48,1.623,.981,1.65,.066,1.252,2,1,.857,1,.51,1,1,1,997,.135,2,3,4,.05,84000
840,8400,82,2,348,352,1,100,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,8,4,48,180,9,5,3,3,2,2,2,3,3,2,4,2,1,2,2,2,3,3,3,2,4,162,93,60,9,162,162,1,4,4,4,4,4,2,2,2,2,2,2,2,2,4,2,2,5,1,1,9,1,1,9,1,1,4,1,1,1,2,2,2,2,1,1,1,1,2,55,6,55,6,4,0,0,0,0,0,4,0,7,0,7,0,0,0,6,0,0,0,1,1,1,1,2,2,3,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,700,3,0,100,12.069,84.23076,2,997,.446,-.688,.019,997,-.061,997,997,.764,997,2,1,1,2,.503,1,1,.121,997,.231,2,9,9,.02,84000
840,8400,83,7,9997,9997,7,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,997,997,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9997,9997,9997,9997,9997,9997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,99997,7,7,997,997,78.00501,9,997,997,997,997,997,997,997,997,997,997,7,7,7,9,997,997,997,997,997,97,9,9,9,.02,84000
840,8400,84,4,1298,1236,1,100,0,0,999,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,999,999,39,180,7,6,2,2,1,2,2,3,1,1,2,2,3,3,1,3,3,1,1,1,2,750,500,150,25,700,700,1,4,4,4,4,4,2,2,2,2,2,2,2,1,5,5,1,5,1,2,1,1,1,1,1,1,3,2,2,1,3,1,3,1,1,1,1,1,1,168,999,143,999,999,999,10,999,12,999,3,999,25,999,20,999,5,999,25,999,0,999,1,1,1,2,2,3,3,1,2,2,3,2,3,2,2,2,2,3,3,2,3,9,9,9,9,9,1,9,1,9,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,9,9,9,9,9,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2534,3,0,101.36,15.083,22.68614,3,1.693,-.432,.439,.019,.082,-.835,.353,-.571,.263,-1.016,2,.933,.933,3,.488,.851,.8,.149,997,.296,2,6,3,.07,84000
840,8400,85,2,348,317,1,100,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,999,999,52,180,7,5,4,3,3,2,3,3,3,3,3,3,2,2,3,2,2,2,2,3,3,9999,9999,9999,9999,9999,9999,4,4,4,4,4,4,2,2,2,2,2,2,2,2,5,4,2,5,1,1,2,1,1,1,1,1,3,2,2,1,3,1,3,1,1,1,2,2,2,30,999,27,999,7,999,2,999,999,999,1,999,4,999,1,999,3,999,0,999,0,999,1,1,1,1,2,2,3,2,3,4,2,1,4,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,665,3,0,166.25,22.167,97.84072,3,.974,-.137,-.37,.019,-.48,1.06,-.01,-.571,1.303,-.135,2,9,9,0,.477,.9,.25,.133,997,99,2,5,4,0,84000
840,8400,86,2,667,660,1,85,10,5,999,2,2,2,2,2,2,2,2,2,1,1,1,1,9,9,1,5,10,176,7,6,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,170,150,0,6,170,9999,1,4,4,4,4,4,2,2,2,2,2,2,2,2,5,5,2,5,1,1,1,1,1,2,1,1,4,4,4,4,2,2,2,2,2,1,2,2,2,85,2,998,999,4,0,0,0,0,0,0,0,7,1,998,1,998,999,998,999,0,999,1,1,1,2,2,2,2,1,1,4,2,2,3,2,2,2,2,2,4,3,3,3,2,3,2,2,3,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1327,3,0,176.933,15.43,47.77804,2,-.26,.146,2.2,.019,-1.25,-.078,.434,-.571,-1.203,-.624,2,9,1,0,.497,999,999,.087,997,.128,1,2,4,.05,84000
840,8400,87,7,9997,9997,7,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,997,997,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9997,9997,9997,9997,9997,9997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,99997,7,7,997,997,22.85432,9,997,997,997,997,997,997,997,997,997,997,7,7,7,9,997,997,997,997,997,97,9,9,9,.02,84000
840,8400,88,1,200,180,1,100,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,9,9,999,999,95,183,7,6,1,1,1,1,1,3,3,3,3,2,2,2,2,2,2,1,2,2,2,9998,159,23,20,9998,9998,1,4,4,4,4,4,2,3,3,3,1,3,3,3,5,5,1,4,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,2,1,1,1,1,2,23,999,21,999,0,999,0,999,0,999,2,999,4,999,998,999,998,999,998,999,0,999,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,3,3,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,380,3,0,95,16.522,85.65851,2,.974,.146,.101,-1.493,-.48,-1.654,2.334,-1.374,-1.203,-.861,2,9,9,2,.474,.913,999,.174,997,99,2,6,4,.01,84000
