COUNTRY,SUBNATIO,SCHOOLID,SC01Q01,SC02Q01,SC02Q02,SC03Q01,SC04Q01,SC04Q02,SC04Q03,SC04Q04,SC05N01,SC05Q01,SC05Q02,SC05Q03,SC05Q04,SC05Q05,SC05Q06,SC05Q07,SC05Q08,SC05Q09,SC05Q10,SC05Q11,SC05Q12,SC05Q13,SC05Q14,SC06Q01,SC06Q02,SC07N01,SC07N10,SC07N20,SC07N30,SC08Q01,SC08Q02,SC08Q03,SC08Q05,SC08Q06,SC08Q07,SC08Q08,SC08Q09,SC08Q10,SC08Q11,SC08Q12,SC08Q13,SC08Q14,SC08Q15,SC08Q16,SC08Q17,SC08Q18,SC08Q19,SC08Q20,SC09Q01,SC09Q02,SC09Q03,SC09Q04,SC09Q05,SC09Q06,SC10Q01,SC10Q02,SC10Q03,SC10Q04,SC10Q05,SC10Q06,SC11Q01,SC11Q02,SC11Q03,SC11Q04,SC11Q05,SC11Q06,SC11Q07,SC12Q01,SC12Q02,SC12Q03,SC12Q04,SC12Q05,SC13Q01,SC13Q02,SC13Q03,SC13Q04,SC13Q05,SC13Q06,SC13Q07,SC13Q08,SC14Q01,SC15Q01,SC15QN02,SC15Q02,SC16Q01,SC16Q02,SC16Q03,SC16Q04,SC17Q01,SC17Q02,SC17Q03,SC17Q04,SC17Q05,SC18Q11,SC18Q21,SC18Q12,SC18Q22,SC18N13,SC18N23,SC18N14,SC18N24,SC18N15,SC18N25,SC18N16,SC18N26,SC19Q11,SC19Q21,SC19Q12,SC19Q22,SC19Q13,SC19Q23,SC19Q14,SC19Q24,SC19Q15,SC19Q25,SC20Q01,SC20Q02,SC20Q03,SC20Q04,SC21Q01,SC21Q02,SC21Q03,SC22Q01,SC22Q02,SC22Q03,SC23Q01,SC23Q02,SC23Q03,SC24Q01,SC24Q02,SC24Q03,SC24Q04,SC25Q01,SC25Q02,SC25Q03,SC25Q04,SC25Q05,SC25Q06,SC25Q07,SC25Q08,SC25Q09,SC25Q10,SC25Q11,SC25Q12,SC25Q13,SC26Q01A,SC26Q01B,SC26Q01C,SC26Q01D,SC26Q01E,SC26Q02A,SC26Q02B,SC26Q02C,SC26Q02D,SC26Q02E,SC26Q03A,SC26Q03B,SC26Q03C,SC26Q03D,SC26Q03E,SC26Q04A,SC26Q04B,SC26Q04C,SC26Q04D,SC26Q04E,SC26Q05A,SC26Q05B,SC26Q05C,SC26Q05D,SC26Q05E,SC26Q06A,SC26Q06B,SC26Q06C,SC26Q06D,SC26Q06E,SC26Q07A,SC26Q07B,SC26Q07C,SC26Q07D,SC26Q07E,SC26Q08A,SC26Q08B,SC26Q08C,SC26Q08D,SC26Q08E,SC26Q09A,SC26Q09B,SC26Q09C,SC26Q09D,SC26Q09E,SC26Q10A,SC26Q10B,SC26Q10C,SC26Q10D,SC26Q10E,SC26Q11A,SC26Q11B,SC26Q11C,SC26Q11D,SC26Q11E,SC26Q12A,SC26Q12B,SC26Q12C,SC26Q12D,SC26Q12E,SC27Q01A,SC27Q01B,SC27Q01C,SC27Q01D,SC27Q02A,SC27Q02B,SC27Q02C,SC27Q02D,SC27Q03A,SC27Q03B,SC27Q03C,SC27Q03D,SC27Q04A,SC27Q04B,SC27Q04C,SC27Q04D,SC27Q05A,SC27Q05B,SC27Q05C,SC27Q05D,SC27Q06A,SC27Q06B,SC27Q06C,SC27Q06D,SC27Q07A,SC27Q07B,SC27Q07C,SC27Q07D,SCHLSIZE,SCHLTYPE,SELECT,SMRATIO,STRATIO,SCHWEIGT,ABGROUP,SCHAUTON,SCMATBUI,SCMATEDU,STMORALE,STUDBEHA,TCHCONS,TCHPARTI,TCMORALE,TCSHORT,TEACBEHA,ASSESS,COMPLAN,COMPWEB,MACTIV,PCGIRLS,PROPCERT,PROPMA5A,PROPMATH,PROPQPED,RATCOMP,EXCOURSE,AUTRES,AUTCURR,MSTREL,STRATUM
840,8400,136,4,1407,2845,1,100,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,9,9,999,2,20,181,15,6,2,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1377,1000,1200,1377,1377,1377,1,3,2,2,2,4,1,2,1,2,2,2,2,2,5,5,2,5,1,1,2,2,1,2,1,2,4,1,3,1,2,2,2,2,1,1,1,1,1,127,999,127,999,5,999,2,999,5,999,0,999,17,999,998,999,998,999,13,999,998,999,1,1,1,1,1,3,3,2,2,4,2,2,3,3,3,3,2,3,4,3,2,3,1,4,3,2,4,1,2,3,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,4252,3,2,250.118,33.48,19.51954,2,.974,.817,2.2,.831,-1.706,.659,1.502,-2.179,.263,-.624,2,1,1,3,.669,1,999,.134,997,.324,2,5,4,.08,84000
840,8400,137,4,536,515,1,100,999,999,999,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,52,186,8,7,3,3,3,2,3,3,3,3,2,4,4,3,2,3,3,3,3,3,3,225,200,55,10,225,9999,1,4,4,4,3,4,3,2,3,2,2,2,2,2,5,4,2,5,1,2,1,1,1,2,2,1,4,9,9,9,9,9,9,1,1,1,2,2,2,65,999,59,999,999,999,999,999,999,999,999,999,9,999,998,999,998,999,998,999,999,999,2,2,1,1,2,3,3,2,3,3,3,2,3,2,2,2,2,3,4,3,3,3,3,4,2,2,3,3,3,3,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1051,3,0,116.778,16.169,56.86193,9,.974,-1.57,-1.024,-.903,-1.706,-.078,-.01,-.571,1.108,-1.54,2,9,1,0,.49,.908,999,.138,997,.214,2,6,4,.01,84000
840,8400,138,7,9997,9997,7,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,997,997,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9997,9997,9997,9997,9997,9997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,99997,7,7,997,997,82.17335,9,997,997,997,997,997,997,997,997,997,997,7,7,7,9,997,997,997,997,997,97,9,9,9,.14,84000
840,8400,139,3,77,23,1,100,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,1,9,9,1,0,35,182,5,5,1,4,1,9,1,3,2,3,3,1,2,2,9,1,1,1,3,2,4,36,30,6,0,36,36,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,3,1,1,2,2,2,5,999,5,999,0,999,0,999,999,1,0,999,1,999,1,999,0,999,1,999,0,999,1,2,1,2,1,2,2,1,1,3,1,1,3,2,2,2,1,1,3,2,2,1,2,3,2,2,2,1,2,4,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,100,3,9,100,20,352.667,3,-.519,.446,-.058,997,-.48,-.835,-1.605,.244,.268,.116,9,1,1,0,.23,1,1,.2,997,.36,2,2,3,.13,84000
840,8400,140,2,679,591,1,80,15,5,999,9,9,9,9,9,9,9,9,9,1,1,1,1,9,9,5,4,23,176,9,7,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,400,200,100,15,50,100,1,4,4,4,3,4,1,2,2,2,2,2,2,2,5,5,3,5,1,1,2,1,1,2,1,1,4,3,3,3,2,1,3,3,1,1,1,1,1,75,2,72,2,3,0,2,0,0,0,1,0,8,0,7,0,1,0,7,0,0,0,1,1,1,1,1,3,4,1,2,3,1,1,3,1,2,2,1,2,3,2,2,3,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1270,3,0,158.75,16.711,81.04288,3,1.694,1.488,2.2,.514,.39,.659,1.502,.642,-.516,.116,3,.25,.125,3,.465,.961,.875,.105,997,.315,2,6,4,.07,84000
840,8400,141,2,535,528,1,100,0,0,0,9,9,9,9,9,9,9,9,9,1,1,1,1,9,9,2,5,32,180,6,6,3,1,1,2,1,1,2,1,1,1,1,2,1,2,3,2,2,2,1,300,300,65,10,300,300,1,4,4,4,4,4,2,2,2,2,2,2,2,2,5,5,1,5,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,3,2,1,2,2,2,48,999,48,999,4,999,0,999,0,999,0,999,6,3,998,0,998,2,5,2,998,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1063,3,0,141.733,22.146,45.15561,2,1.694,.817,.265,.019,-.2,-1.654,-1.605,-.571,.066,-.382,2,1,1,0,.497,1,999,999,997,.282,1,6,4,0,84000
840,8400,142,2,428,400,1,98,999,2,999,9,9,9,9,9,9,9,9,9,1,1,1,1,9,9,4,3,15,180,8,6,2,2,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,200,200,0,0,180,9999,2,1,1,4,2,4,1,2,1,1,1,1,1,2,5,5,2,5,1,1,1,1,1,1,1,1,4,9,9,9,1,1,3,3,1,1,1,2,2,49,5,49,5,1,2,999,999,999,1,999,999,5,1,5,1,0,0,0,0,0,0,2,2,1,2,2,2,4,1,2,4,1,1,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,828,3,3,150.545,16.078,52.14868,3,.047,.146,.265,1.987,.09,1.623,.981,1.65,.263,-.135,2,9,.9,1,.483,1,1,.107,997,.242,2,4,3,.01,84000
840,8400,143,3,944,1062,1,100,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,9,9,0,0,40,180,7,5,3,3,1,1,2,3,3,3,3,2,2,2,1,1,1,1,1,1,1,628,518,95,15,575,575,1,4,4,4,4,3,1,2,2,2,1,2,2,2,5,5,2,5,1,1,1,1,1,2,1,1,2,2,2,1,3,1,1,3,2,1,1,1,2,86,5,86,5,0,0,0,0,0,0,0,0,11,0,8,0,3,0,1,0,0,0,1,2,1,2,3,2,2,2,2,3,3,2,3,2,2,1,1,3,4,2,2,3,2,3,2,3,3,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2006,3,0,182.364,22.667,31.11115,3,-.519,.146,1.113,.831,-1.007,-.835,-1.605,.642,.437,-.861,2,.916,.916,2,.529,1,.727,.124,997,.313,1,4,2,.08,84000
840,8400,144,7,9997,9997,7,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,997,997,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9997,9997,9997,9997,9997,9997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,99997,7,7,997,997,24.35269,9,997,997,997,997,997,997,997,997,997,997,7,7,7,9,997,997,997,997,997,97,9,9,9,.01,84000
840,8400,145,5,1165,1058,1,96,2,2,0,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,999,999,33,180,7,6,3,3,2,3,2,4,1,1,2,2,2,2,1,2,2,1,2,2,2,412,380,0,32,360,412,1,4,4,4,2,2,2,2,2,2,2,2,2,4,5,5,2,5,1,1,1,1,1,1,1,1,4,1,1,1,2,2,2,2,1,1,1,1,1,151,10,132,10,33,0,19,0,0,0,2,0,18,2,18,2,0,0,3,1,0,0,1,1,1,1,1,2,3,1,3,4,2,2,4,2,2,1,1,1,4,3,3,3,2,2,2,2,9,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2223,3,0,117,14.25,17.22953,2,-1.236,.146,.439,.019,-.728,1.06,-.873,.642,.931,-.382,3,1,.874,3,.476,.878,1,.122,997,.185,2,3,1,.06,84000
840,8400,146,3,513,496,1,98.99,0,0,1.01,9,9,9,9,9,9,9,9,9,1,1,1,1,9,9,2,999,7,181,10,6,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,3,2,2,300,200,55,40,300,300,1,4,4,4,4,4,2,2,2,1,2,2,2,2,5,5,2,5,1,1,2,2,1,2,1,2,4,1,3,1,2,2,2,2,2,1,2,2,2,47,4,998,4,10,999,0,999,0,999,0,999,6,3,6,2,0,1,6,3,0,0,1,2,1,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,3,1,2,2,1,2,2,3,3,1,3,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1009,3,0,134.533,20.592,66.64056,2,.457,.817,-.058,.514,-.75,-.835,.434,-1.374,-1.203,.372,2,1,1,0,.492,999,.933,.153,997,.297,1,4,4,.02,84000
840,8400,147,1,241,218,1,100,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0,0,35,173,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,186,143,32,11,161,161,3,4,4,4,3,4,2,2,1,1,1,2,2,2,5,5,2,5,1,1,2,1,1,2,1,2,4,4,4,4,1,2,2,2,1,1,1,2,2,37,1,37,1,0,0,0,0,0,0,0,0,3,0,1,0,2,0,3,0,0,0,1,2,1,2,1,2,3,1,2,3,2,2,3,1,2,1,1,1,3,2,1,2,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,459,3,0,153,12.24,452.8416,3,1.694,1.488,2.2,1.096,-.2,-.078,-.01,1.036,-1.203,.372,2,.866,.866,1,.475,1,.333,.08,997,.405,2,6,4,.02,84000
840,8400,148,3,488,520,1,98,1,1,0,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,999,43,180,8,7,2,1,1,1,1,3,2,1,1,1,3,3,1,2,2,1,1,1,3,300,250,0,20,300,300,1,4,4,4,3,4,2,2,2,2,2,2,2,2,5,4,3,5,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,3,1,1,1,2,2,71,7,71,7,12,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,1,1,1,1,2,2,3,1,2,3,2,2,3,2,2,2,2,3,3,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1008,3,0,126,13.53,105.7158,3,-.26,-.137,.629,.019,.09,-.078,1.925,-.571,-.516,-.135,2,1,1,1,.516,1,1,.107,997,.298,2,3,4,.06,84000
840,8400,149,5,15,24,1,100,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,3,2,59,180,7,6,3,2,1,1,3,2,4,2,2,2,2,2,2,2,3,3,2,2,3,88,58,0,6,88,0,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,5,3,5,1,1,2,1,1,2,1,1,1,1,2,1,2,2,3,3,1,1,2,2,2,26,1,21,1,6,1,4,0,0,0,1,0,1,998,1,999,999,1,999,1,999,999,1,2,1,2,2,3,3,1,3,3,2,2,3,2,1,1,1,2,2,2,2,3,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,39,3,0,999,1.472,14.59815,2,-.759,.146,-.37,.019,.39,-.078,.981,1.036,.437,.116,2,0,1,0,.615,.811,1,.038,997,2.256,2,3,2,.02,84000
840,8400,150,5,536,586,1,100,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,999,25,98,174,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,350,250,75,5,350,350,1,4,3,3,4,4,2,2,2,2,2,2,2,2,4,4,3,4,1,1,2,1,1,1,1,2,1,4,4,4,2,2,2,2,1,1,1,1,1,93,0,74,999,14,0,15,0,2,0,2,0,999,999,999,999,999,999,999,999,999,999,9,9,9,9,9,9,9,9,9,9,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,9,9,9,9,9,2,2,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1122,3,1,999,12.065,51.8541,2,.453,997,997,.019,.09,-2.854,.972,.244,997,-.135,2,1,1,3,.522,.796,999,999,997,.312,2,4,3,.08,84000
840,8400,151,2,316,476,1,100,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,9,9,999,5,30,182,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,9999,9999,9999,9999,4,4,4,4,4,4,2,2,1,2,1,2,2,2,5,5,2,5,1,1,1,1,1,1,1,1,4,4,4,4,2,2,1,3,2,1,1,2,2,36,1,36,999,17,999,0,999,1,999,999,999,5,999,5,999,999,999,5,999,999,999,1,1,1,2,1,1,3,9,9,9,2,2,3,2,1,1,1,1,3,2,3,2,1,3,2,2,3,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,792,3,0,158.4,21.699,61.34707,2,1.694,997,997,.831,-1.007,-.021,1.502,1.036,997,.637,2,9,9,1,.601,1,1,.139,997,99,1,6,4,.04,84000
840,8400,152,7,9997,9997,7,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,997,997,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9997,9997,9997,9997,9997,9997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,99997,7,7,997,997,54.57124,9,997,997,997,997,997,997,997,997,997,997,7,7,7,9,997,997,997,997,997,97,9,9,9,.03,84000
840,8400,153,7,9997,9997,7,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,997,997,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9997,9997,9997,9997,9997,9997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,99997,7,7,997,997,44.58329,9,997,997,997,997,997,997,997,997,997,997,7,7,7,9,997,997,997,997,997,97,9,9,9,.06,84000
840,8400,154,4,1119,1063,1,100,999,999,999,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,999,999,12,180,10,7,2,2,1,2,2,2,1,3,4,3,3,3,2,2,3,2,3,2,3,600,562,1,33,544,544,9,9,9,9,9,9,2,2,2,2,2,1,2,3,5,4,3,5,1,9,1,1,1,2,1,1,3,2,2,1,2,2,2,2,1,1,1,2,2,83,17,81,999,1,999,3,999,16,999,0,0,14,999,7,999,7,999,0,999,0,999,1,1,1,2,1,3,3,1,1,3,2,1,3,1,1,1,1,1,3,1,2,2,1,3,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2182,3,9,155.857,23.847,33.18257,2,.974,-.757,-.527,.514,-.2,-.078,-.873,1.65,.263,1.252,3,.907,.907,1,.487,.976,.5,.169,997,.275,2,6,3,.01,84000
840,8400,155,3,1031,1179,1,85,10,5,999,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,18,16,52,182,9,7,3,3,1,2,3,4,3,3,3,4,4,4,3,3,3,3,3,3,3,382,190,96,20,152,128,4,4,4,4,2,4,2,2,2,2,2,2,2,2,5,5,3,5,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,159,6,145,2,49,2,5,2,4,2,4,999,18,2,12,0,0,1,6,999,0,1,1,1,1,1,2,2,2,1,2,2,3,2,2,2,2,1,2,2,4,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2210,3,0,116.316,13.642,30.2311,2,.457,-2.31,-1.024,.019,-1.25,-1.654,2.334,.244,.764,-1.091,3,.335,.398,3,.533,.901,.632,.117,997,.173,1,4,4,.04,84000
840,8400,156,4,312,322,1,100,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,9,9,25,10,40,183,6,6,2,3,1,3,2,3,3,2,2,1,1,2,1,2,2,1,1,2,2,160,100,50,6,160,160,1,4,4,4,4,4,2,2,2,2,2,2,2,2,5,5,2,5,2,1,2,2,2,2,2,2,4,1,1,1,1,1,1,3,1,1,2,2,1,49,3,49,3,9,0,0,0,0,0,0,0,5,1,998,1,998,999,0,999,998,999,1,1,1,1,2,3,3,2,3,2,2,2,3,2,2,2,2,3,3,2,3,3,2,2,3,3,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,9,9,9,9,9,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,634,3,0,115.273,12.554,100.5535,3,1.692,.817,.439,.019,-.75,-.835,-.003,-.571,.602,-.861,2,1,1,1,.508,1,999,.109,997,.252,2,6,4,.11,84000
